qid,nl_question,query_class,difficulty,gold_hash,pred_sql,pred_hash,exec_ok,den_acc,join_hall,llm_error,latency_s,exec_error
Q086,"For each year, show the number of order_created events and its cumulative sum across years.",window_agg,medium,32c8b5b832aadb40558247587e9827b92f82614d2576db193d986b29a5f731c7,"SELECT 
    EXTRACT(YEAR FROM e.timestamp) AS year,
    COUNT(*) AS order_created_events,
    SUM(COUNT(*)) OVER (ORDER BY EXTRACT(YEAR FROM e.timestamp)) AS cumulative_sum
FROM events e
WHERE e.event_type = 'order_created'
GROUP BY year
ORDER BY year",32c8b5b832aadb40558247587e9827b92f82614d2576db193d986b29a5f731c7,1,1,0,0,1.82,
Q087,Rank event types by total count in descending order.,window_agg,medium,c21b151cdd0fd857c4e7718e1c6479ab70ec706f00a0cba7f7319dba98aca5e4,"SELECT event_type, COUNT(*) AS total_count
FROM events
GROUP BY event_type
ORDER BY total_count DESC",02e01fb6ed3dea775798b4794936cba379602351f383786d26acced55b8e4ea5,1,0,0,0,1.246,
Q088,"For each object_type, rank the top 3 years by event count.",window_agg,medium,99f061ad43a2a4dda028dc70eb0500b47ef659065319307af52215bb546e7c5f,"SELECT 
    e.object_type,
    EXTRACT(YEAR FROM e.timestamp) AS year,
    COUNT(*) AS event_count,
    ROW_NUMBER() OVER (
        PARTITION BY e.object_type 
        ORDER BY COUNT(*) DESC
    ) AS rank
FROM events e
GROUP BY e.object_type, EXTRACT(YEAR FROM e.timestamp)
QUALIFY rank <= 3
ORDER BY e.object_type, rank",dc6e7f8120c55a67568ca5327092a5c45b39904488b8e6fb628a19b80ed0cefc,1,0,0,0,1.799,
Q089,Show the yearly change in billing_created event counts compared to the previous year.,window_agg,medium,93b017cdb557a7426f43449dd216b47733a8b01fe3642d74dfebc41e5b48b948,"SELECT 
    EXTRACT(YEAR FROM timestamp) AS year,
    COUNT(*) AS event_count,
    LAG(COUNT(*)) OVER (ORDER BY EXTRACT(YEAR FROM timestamp)) AS prev_year_count,
    COUNT(*) - LAG(COUNT(*)) OVER (ORDER BY EXTRACT(YEAR FROM timestamp)) AS yearly_change
FROM events
WHERE event_type = 'billing_created'
GROUP BY EXTRACT(YEAR FROM timestamp)
ORDER BY year",ce62f264c1766a75a87df78f132c15417fb9fd24360d4f34c798b43c51b4793d,1,0,0,0,1.997,
Q090,"For each customer, the total number of order items linked and their rank by volume.",window_agg,hard,92fdf582df864c3927d6914e5d48a56985d999053018e3ff1398e1a4a22b474f,"SELECT 
    o.KUNNAG AS customer,
    COUNT(DISTINCT r.from_object_id) AS total_order_items,
    RANK() OVER (ORDER BY COUNT(DISTINCT r.from_object_id) DESC) AS rank_by_volume
FROM objects o
JOIN relations r ON o.object_id = r.to_object_id
    AND o.object_type = r.to_object_type
WHERE o.object_type = 'order_item'
GROUP BY o.KUNNAG",,0,0,0,0,1.858,"Binder Error: Values list ""o"" does not have a column named ""KUNNAG"""
Q091,Running total of billing_created events over time (per month in 2005).,window_agg,hard,635f1c134619065d729444160e2cdeba30eaba8d07c1997fa1b2fe6b59143beb,"SELECT 
  DATE_TRUNC('month', timestamp) AS month,
  COUNT(*) AS billing_created_count,
  SUM(COUNT(*)) OVER (ORDER BY DATE_TRUNC('month', timestamp)) AS running_total
FROM events
WHERE event_type = 'billing_created'
  AND EXTRACT(YEAR FROM timestamp) = 2005
GROUP BY DATE_TRUNC('month', timestamp)
ORDER BY month",828f60ff76057961f23b8c9330bb097937a92d1475014d2462514d234f525c5a,1,0,0,0,1.943,
Q097,Which object types have a total event count above the overall average across object types?,nested_agg,hard,65c5bd22e3a5b362c3399b73a07686f051561e13ada25aaa382c71d860343ce3,"SELECT o.object_type
FROM objects o
JOIN events e ON o.object_id = e.object_id
GROUP BY o.object_type
HAVING COUNT(*) > (
  SELECT AVG(cnt) FROM (
    SELECT COUNT(*) AS cnt
    FROM events
    GROUP BY object_type
  ) sub
)",1c6cc9a9c75950647b8b7d4c119ebf8e38e629b5186ad7cf3f38649d4b6ed771,1,0,0,0,1.567,
Q098,Which event types had above-average counts in 2005?,nested_agg,hard,60a1fc5c86c241a8d54cf9a652827f9493a6dbd33e20d04d14d2577e55ea86c3,"SELECT e.event_type
FROM events e
WHERE EXTRACT(YEAR FROM e.timestamp) = 2005
GROUP BY e.event_type
HAVING COUNT(*) > (
    SELECT AVG(cnt) FROM (
        SELECT COUNT(*) AS cnt
        FROM events
        WHERE EXTRACT(YEAR FROM timestamp) = 2005
        GROUP BY event_type
    ) sub
)",3b20b500cc2158c4da455824e2bdb6381f08ea96384d09d635ad97b76d710037,1,0,0,0,1.851,
Q099,Which years had more billing_created events than the year 2004?,nested_agg,hard,12c1c2eb2f1c09af2648f6e6705c180bb7f1e4b3d45083e338602da4638e0f51,"SELECT 
  EXTRACT(YEAR FROM e.timestamp) AS year
FROM events e
WHERE e.event_type = 'billing_created'
GROUP BY year
HAVING COUNT(*) > (
  SELECT COUNT(*) 
  FROM events 
  WHERE event_type = 'billing_created' 
    AND EXTRACT(YEAR FROM timestamp) = 2004
)
ORDER BY year",aa050a753d24ec8df6e54e6e86da3d9171a0eb89156dc2f4dd2054cbdfdc7df3,1,0,0,0,1.873,
Q100,How many customers have more than the average number of linked order items?,nested_agg,hard,0dcf125c707020d9131f80175a35a893a59b85c34652446364022ba593b5b93f,"SELECT COUNT(*) FROM (
  SELECT o.KUNNAG
  FROM objects o
  JOIN relations r ON o.object_id = r.from_object_id
  WHERE o.object_type = 'customer'
    AND r.from_object_type = 'customer'
    AND r.to_object_type = 'order_item'
    AND r.relation_type = 'customer_to_order'
  GROUP BY o.KUNNAG
  HAVING COUNT(*) > (
    SELECT AVG(cnt) FROM (
      SELECT COUNT(*) AS cnt
      FROM relations
      WHERE from_object_type = 'customer'
        AND to_object_type = 'order_item'
        AND relation_type = 'customer_to_order'
      GROUP BY from_object_id
    )
  )
) AS sub",,0,0,1,0,2.613,"Binder Error: Values list ""o"" does not have a column named ""KUNNAG"""
Q101,Which years had fewer dunning_raised events than the overall yearly average?,nested_agg,hard,381dccf5e820a9e4404ab4336cf37586543fe2a15ec99aee31894eb71e462598,"SELECT 
  EXTRACT(YEAR FROM e.timestamp) AS year,
  COUNT(*) AS dunning_count
FROM events e
WHERE e.event_type = 'dunning_raised'
GROUP BY year
HAVING COUNT(*) < (
  SELECT AVG(yearly_count)
  FROM (
    SELECT 
      EXTRACT(YEAR FROM timestamp) AS y,
      COUNT(*) AS yearly_count
    FROM events
    WHERE event_type = 'dunning_raised'
    GROUP BY y
  ) avg_sub
)
ORDER BY year",381dccf5e820a9e4404ab4336cf37586543fe2a15ec99aee31894eb71e462598,1,1,0,0,2.26,
Q102,Months in 2005 with billing_created counts above the 2005 monthly average.,nested_agg,hard,357b6b5a0df373543edc551bf408afaeb6e96fcbfd61713b181382e9fd550b32,"SELECT 
  EXTRACT(MONTH FROM timestamp) AS month,
  COUNT(*) AS billing_created_count
FROM events
WHERE event_type = 'billing_created'
  AND EXTRACT(YEAR FROM timestamp) = 2005
GROUP BY EXTRACT(MONTH FROM timestamp)
HAVING COUNT(*) > (
  SELECT AVG(monthly_count)
  FROM (
    SELECT COUNT(*) AS monthly_count
    FROM events
    WHERE event_type = 'billing_created'
      AND EXTRACT(YEAR FROM timestamp) = 2005
    GROUP BY EXTRACT(MONTH FROM timestamp)
  ) AS monthly_counts
)
ORDER BY month",357b6b5a0df373543edc551bf408afaeb6e96fcbfd61713b181382e9fd550b32,1,1,0,0,2.34,
Q109,How many order items never had a goods_issue event?,conformance,medium,a265e25a471132941b2831ca5e2f6baf4a65ee077d9a45378ddcd4c513707a4d,"SELECT COUNT(*) AS order_items_without_goods_issue
FROM objects o
WHERE o.object_type = 'order_item'
  AND o.object_id NOT IN (
    SELECT e.object_id
    FROM events e
    WHERE e.event_type = 'goods_issue'
      AND e.object_type = 'order_item'
  )",a265e25a471132941b2831ca5e2f6baf4a65ee077d9a45378ddcd4c513707a4d,1,1,0,0,1.733,
Q110,How many billing documents have no corresponding payment_clearing event via billing_to_ar?,conformance,medium,517aa365ba647d208e3c0f2aea04b546b80ac9e6ebdbf770126c46f1bb05035e,"SELECT COUNT(DISTINCT o.object_id)
FROM objects o
WHERE o.object_type = 'billing_doc'
  AND NOT EXISTS (
    SELECT 1
    FROM events e
    JOIN relations r ON r.to_object_id = e.object_id
    WHERE e.event_type = 'payment_clearing'
      AND r.from_object_id = o.object_id
      AND r.relation_type = 'billing_to_ar'
  )",517aa365ba647d208e3c0f2aea04b546b80ac9e6ebdbf770126c46f1bb05035e,1,1,0,0,2.05,
Q111,How many delivery items have no billing_created event linked via delivery_to_billing?,conformance,medium,0076dcd18bd150c19b816d5c1c4114934c9f2be74fc156477d14c8b111f5c3fc,"SELECT COUNT(DISTINCT r.to_object_id)
FROM relations r
WHERE r.relation_type = 'delivery_to_billing'
  AND r.to_object_id NOT IN (
    SELECT e.object_id
    FROM events e
    WHERE e.event_type = 'billing_created'
  )",06d033ece6645de592db973644cf7357255f24536ff7b03c3b2ace10736f7636,1,0,0,0,1.537,
Q112,How many order items are linked to a customer but have no order_created event?,conformance,hard,0603deea603f0e6ea526d749f9a1291cdfcd2efbf1bcf4608009eb9af7a066c3,"SELECT COUNT(DISTINCT o.object_id)
FROM objects o
WHERE o.object_type = 'order_item'
  AND o.KUNNAG IS NOT NULL
  AND NOT EXISTS (
    SELECT 1
    FROM events e
    WHERE e.object_id = o.object_id
      AND e.object_type = 'order_item'
      AND e.event_type = 'order_created'
  )",,0,0,0,0,1.773,"Binder Error: Values list ""o"" does not have a column named ""KUNNAG"""
Q113,Count billing_created events whose billing_doc has NULL ZTERM (missing payment terms).,conformance,hard,e755cf8537b45a268aa839bdd0a83424e37e5042abebb8ae04a94fa562bfd3a3,"SELECT COUNT(*) 
FROM events e
JOIN objects o ON e.object_id = o.object_id
WHERE e.event_type = 'billing_created'
  AND o.object_type = 'billing_doc'
  AND o.ZTERM IS NULL",e755cf8537b45a268aa839bdd0a83424e37e5042abebb8ae04a94fa562bfd3a3,1,1,0,0,1.648,
Q114,Count order items that had delivery_created before the corresponding order_created (timestamp anomaly).,conformance,hard,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,"SELECT COUNT(DISTINCT o.object_id)
FROM objects o
JOIN events e_order ON o.object_id = e_order.object_id AND e_order.event_type = 'order_created'
JOIN relations r ON o.object_id = r.from_object_id AND r.relation_type = 'order_to_delivery'
JOIN objects d ON r.to_object_id = d.object_id
JOIN events e_delivery ON d.object_id = e_delivery.object_id AND e_delivery.event_type = 'delivery_created'
WHERE e_delivery.timestamp < e_order.timestamp",d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,1,1,0,0,2.511,
